2025-04-14 21:36:35,862 - ZucoExtractor - INFO - Found 32 .mat files
2025-04-14 21:36:35,895 - ZucoExtractor - INFO - Found 390 sentences in resultsYAG_TSR.mat
2025-04-14 21:36:48,182 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 16
2025-04-14 21:36:48,182 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 17
2025-04-14 21:36:48,182 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 18
2025-04-14 21:36:48,182 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 19
2025-04-14 21:36:48,183 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 20
2025-04-14 21:36:48,183 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 21
2025-04-14 21:36:48,183 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 22
2025-04-14 21:36:48,183 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 23
2025-04-14 21:36:48,183 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 24
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 25
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 26
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 27
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 28
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 29
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 30
2025-04-14 21:36:48,184 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 31
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 32
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 33
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 34
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 35
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 36
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 37
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 38
2025-04-14 21:36:48,185 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 39
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 40
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 41
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 42
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 43
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 44
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 45
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 46
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 47
2025-04-14 21:36:48,186 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 48
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 49
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 50
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 51
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 52
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 53
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 54
2025-04-14 21:36:48,187 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 55
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 56
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 57
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 58
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 59
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 60
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 61
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 62
2025-04-14 21:36:48,188 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 63
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 64
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 65
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 66
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 67
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 68
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 69
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 70
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 71
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 72
2025-04-14 21:36:48,189 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 73
2025-04-14 21:36:48,190 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 74
2025-04-14 21:36:48,190 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 75
2025-04-14 21:36:48,190 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 76
2025-04-14 21:36:48,190 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 77
2025-04-14 21:36:48,190 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 78
2025-04-14 21:36:48,190 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 79
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 80
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 81
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 82
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 83
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 84
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 85
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 86
2025-04-14 21:36:48,191 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 87
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 88
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 89
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 90
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 91
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 92
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 93
2025-04-14 21:36:48,192 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 94
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 95
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 96
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 97
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 98
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 99
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 100
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 101
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 102
2025-04-14 21:36:48,193 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 103
2025-04-14 21:36:48,194 - ZucoExtractor - WARNING - Non-reference word data in sentence 170, word 104
2025-04-14 21:36:48,265 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 0
2025-04-14 21:36:48,266 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 1
2025-04-14 21:36:48,266 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 2
2025-04-14 21:36:48,266 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 3
2025-04-14 21:36:48,266 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 4
2025-04-14 21:36:48,266 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 5
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 6
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 7
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 8
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 9
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 10
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 11
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 12
2025-04-14 21:36:48,267 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 13
2025-04-14 21:36:48,268 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 14
2025-04-14 21:36:48,268 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 15
2025-04-14 21:36:48,268 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 16
2025-04-14 21:36:48,268 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 17
2025-04-14 21:36:48,268 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 18
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 19
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 20
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 21
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 22
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 23
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 24
2025-04-14 21:36:48,269 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 25
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 26
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 27
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 28
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 29
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 30
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 31
2025-04-14 21:36:48,270 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 32
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 33
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 34
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 35
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 36
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 37
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 38
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 39
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 40
2025-04-14 21:36:48,271 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 41
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 42
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 43
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 44
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 45
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 46
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 47
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 48
2025-04-14 21:36:48,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 49
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 50
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 51
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 52
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 53
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 54
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 55
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 56
2025-04-14 21:36:48,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 57
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 58
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 59
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 60
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 61
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 62
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 63
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 64
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 65
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 66
2025-04-14 21:36:48,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 67
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 68
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 69
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 70
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 71
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 72
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 73
2025-04-14 21:36:48,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 74
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 75
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 76
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 77
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 78
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 79
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 80
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 81
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 82
2025-04-14 21:36:48,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 83
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 84
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 85
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 86
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 87
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 88
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 89
2025-04-14 21:36:48,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 90
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 91
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 92
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 93
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 94
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 95
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 96
2025-04-14 21:36:48,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 97
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 98
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 99
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 100
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 101
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 102
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 103
2025-04-14 21:36:48,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 171, word 104
2025-04-14 21:36:48,341 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 0
2025-04-14 21:36:48,341 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 1
2025-04-14 21:36:48,341 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 2
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 3
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 4
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 5
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 6
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 7
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 8
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 9
2025-04-14 21:36:48,342 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 10
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 11
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 12
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 13
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 14
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 15
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 16
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 17
2025-04-14 21:36:48,343 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 18
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 19
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 20
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 21
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 22
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 23
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 24
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 25
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 26
2025-04-14 21:36:48,344 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 27
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 28
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 29
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 30
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 31
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 32
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 33
2025-04-14 21:36:48,345 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 34
2025-04-14 21:36:48,346 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 35
2025-04-14 21:36:48,346 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 36
2025-04-14 21:36:48,346 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 37
2025-04-14 21:36:48,346 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 38
2025-04-14 21:36:48,346 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 39
2025-04-14 21:36:48,346 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 40
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 41
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 42
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 43
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 44
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 45
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 46
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 47
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 48
2025-04-14 21:36:48,347 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 49
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 50
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 51
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 52
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 53
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 54
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 55
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 56
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 57
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 58
2025-04-14 21:36:48,348 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 59
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 60
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 61
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 62
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 63
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 64
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 65
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 66
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 67
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 68
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 69
2025-04-14 21:36:48,349 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 70
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 71
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 72
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 73
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 74
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 75
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 76
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 77
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 78
2025-04-14 21:36:48,350 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 79
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 80
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 81
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 82
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 83
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 84
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 85
2025-04-14 21:36:48,351 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 86
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 87
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 88
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 89
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 90
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 91
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 92
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 93
2025-04-14 21:36:48,352 - ZucoExtractor - WARNING - Non-reference word data in sentence 172, word 94
